,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
562,2019-20,2019-12-21,Arizona State,,Creighton,REG,L,1,36,3,11,.273,2,4,.500,1,7,.143,0,1,.000,1,4,5,7,2,0,4,2,7
563,2019-20,2019-12-28,Arizona State,,Texas Southern,REG,W,1,33,8,13,.615,7,11,.636,1,2,.500,6,7,.857,2,3,5,5,2,0,3,2,23
564,2019-20,2020-01-04,Arizona State,@,Arizona,REG,L,1,34,7,19,.368,4,11,.364,3,8,.375,3,6,.500,0,3,3,1,2,0,5,2,20
565,2019-20,2020-01-09,Arizona State,@,Oregon State,REG,W,1,37,9,19,.474,6,12,.500,3,7,.429,3,4,.750,0,0,0,3,2,0,3,3,24
566,2019-20,2020-01-11,Arizona State,@,Oregon,REG,L,1,37,9,21,.429,6,12,.500,3,9,.333,8,8,1.000,0,3,3,6,0,0,2,1,29
567,2019-20,2020-01-16,Arizona State,,Colorado,REG,L,1,38,9,23,.391,5,12,.417,4,11,.364,3,5,.600,1,6,7,6,1,0,4,2,25
568,2019-20,2020-01-18,Arizona State,,Utah,REG,W,1,36,9,20,.450,8,17,.471,1,3,.333,1,1,1.000,0,1,1,6,1,0,1,1,20
569,2019-20,2020-01-25,Arizona State,,Arizona,REG,W,1,36,10,17,.588,8,9,.889,2,8,.250,2,4,.500,1,2,3,4,2,0,4,1,24
570,2019-20,2020-01-29,Arizona State,@,Washington State,REG,L,1,35,4,15,.267,3,11,.273,1,4,.250,3,6,.500,0,5,5,2,1,0,5,1,12
571,2019-20,2020-02-01,Arizona State,@,Washington,REG,W,1,36,5,13,.385,1,2,.500,4,11,.364,5,6,.833,1,2,3,1,1,0,5,2,19
572,2019-20,2020-02-06,Arizona State,,UCLA,REG,W,1,33,3,9,.333,1,5,.200,2,4,.500,7,9,.778,0,2,2,7,1,0,2,1,15
573,2019-20,2020-02-08,Arizona State,,USC,REG,W,1,32,7,18,.389,5,11,.455,2,7,.286,6,6,1.000,1,4,5,3,2,0,6,2,22
574,2019-20,2020-02-13,Arizona State,@,Stanford,REG,W,1,32,9,14,.643,7,11,.636,2,3,.667,4,4,1.000,0,2,2,2,0,0,4,1,24
575,2019-20,2020-02-16,Arizona State,@,California,REG,W,1,29,7,10,.700,4,7,.571,3,3,1.000,5,6,.833,0,1,1,5,1,0,3,4,22
576,2019-20,2020-02-20,Arizona State,,Oregon,REG,W,1,33,3,8,.375,1,1,1.000,2,7,.286,3,4,.750,1,2,3,5,0,0,3,0,11
577,2019-20,2020-02-22,Arizona State,,Oregon State,REG,W,1,37,6,12,.500,3,5,.600,3,7,.429,2,2,1.000,0,3,3,4,1,0,1,1,17
578,2019-20,2020-02-27,Arizona State,@,UCLA,REG,L,1,36,11,24,.458,8,16,.500,3,8,.375,5,5,1.000,0,2,2,3,4,0,3,2,30
579,2019-20,2020-02-29,Arizona State,@,USC,REG,L,1,34,8,18,.444,6,10,.600,2,8,.250,4,6,.667,1,0,1,4,0,0,4,2,22
580,2019-20,2020-03-05,Arizona State,,Washington,REG,L,1,36,2,14,.143,1,4,.250,1,10,.100,1,2,.500,1,3,4,6,0,0,1,0,6
581,2019-20,2020-03-07,Arizona State,,Washington State,REG,W,1,38,5,15,.333,3,8,.375,2,7,.286,6,6,1.000,0,1,1,6,1,0,3,2,18
583,2020-21,2020-11-25,Arizona State,N,Rhode Island,REG,W,1,37,9,15,.600,9,13,.692,0,2,.000,8,10,.800,1,5,6,5,1,0,4,2,26
584,2020-21,2020-11-26,Arizona State,N,Villanova,REG,L,1,37,2,8,.250,1,3,.333,1,5,.200,0,0,,0,1,1,2,1,0,0,1,5
585,2020-21,2020-11-29,Arizona State,,Houston Baptist,REG,W,1,20,4,7,.571,2,4,.500,2,3,.667,6,7,.857,0,1,1,4,1,0,0,1,16
586,2020-21,2020-12-03,Arizona State,@,California,REG,W,1,37,8,11,.727,8,8,1.000,0,3,.000,6,7,.857,1,3,4,5,2,0,4,0,22
587,2020-21,2020-12-10,Arizona State,,San Diego State,REG,L,1,34,2,8,.250,0,2,.000,2,6,.333,3,4,.750,0,5,5,3,2,0,3,1,9
588,2020-21,2020-12-13,Arizona State,@,Grand Canyon,REG,W,1,34,12,21,.571,9,15,.600,3,6,.500,4,5,.800,2,0,2,4,2,0,3,3,31
589,2020-21,2020-12-16,Arizona State,,UTEP,REG,L,1,34,2,7,.286,2,3,.667,0,4,.000,5,5,1.000,0,2,2,2,0,0,2,0,9
590,2020-21,2021-01-16,Arizona State,@,Oregon State,REG,L,1,36,3,13,.231,3,5,.600,0,8,.000,8,8,1.000,0,0,0,8,1,0,0,1,14
591,2020-21,2021-01-21,Arizona State,,Arizona,REG,L,1,34,4,11,.364,1,7,.143,3,4,.750,7,7,1.000,0,3,3,6,1,0,4,2,18
592,2020-21,2021-01-25,Arizona State,@,Arizona,REG,L,1,31,8,19,.421,3,7,.429,5,12,.417,3,4,.750,0,2,2,3,0,0,3,1,24
593,2020-21,2021-01-28,Arizona State,,California,REG,W,1,29,6,14,.429,6,11,.545,0,3,.000,7,11,.636,0,2,2,2,2,0,1,0,19
594,2020-21,2021-01-30,Arizona State,,Stanford,REG,W,1,31,9,15,.600,8,13,.615,1,2,.500,4,6,.667,0,2,2,6,4,0,3,3,23
595,2020-21,2021-02-11,Arizona State,,Oregon,REG,L,1,36,9,22,.409,5,12,.417,4,10,.400,8,9,.889,2,3,5,2,1,0,6,1,30
596,2020-21,2021-02-14,Arizona State,,Oregon State,REG,W,1,35,5,18,.278,4,12,.333,1,6,.167,12,16,.750,1,1,2,4,2,0,3,4,23
597,2020-21,2021-02-17,Arizona State,@,USC,REG,L,1,35,12,19,.632,8,14,.571,4,5,.800,2,2,1.000,1,1,2,3,0,0,4,3,30
598,2020-21,2021-02-20,Arizona State,@,UCLA,REG,L,1,35,8,21,.381,3,12,.250,5,9,.556,4,5,.800,1,2,3,3,1,1,2,1,25
599,2020-21,2021-02-23,Arizona State,,Washington,REG,W,1,31,8,15,.533,5,6,.833,3,9,.333,7,13,.538,0,4,4,6,1,0,2,1,26
600,2020-21,2021-02-25,Arizona State,,Washington,REG,W,1,39,12,21,.571,8,11,.727,4,10,.400,3,4,.750,0,4,4,3,0,0,1,3,31
601,2020-21,2021-02-27,Arizona State,,Washington State,REG,W,1,41,7,23,.304,4,10,.400,3,13,.231,6,7,.857,1,2,3,2,0,0,3,4,23
602,2020-21,2021-03-04,Arizona State,@,Colorado,REG,L,1,26,1,9,.111,1,7,.143,0,2,.000,4,4,1.000,1,2,3,1,1,0,2,2,6
603,2020-21,2021-03-06,Arizona State,@,Utah,REG,L,1,27,3,7,.429,2,5,.400,1,2,.500,1,4,.250,0,2,2,4,2,0,1,1,8
604,2020-21,2021-03-10,Arizona State,N,Washington State,CTOURN,W,1,35,2,10,.200,0,6,.000,2,4,.500,0,2,.000,0,2,2,2,3,0,2,1,6
605,2020-21,2021-03-11,Arizona State,N,Oregon,CTOURN,L,1,37,5,12,.417,2,4,.500,3,8,.375,3,3,1.000,0,4,4,5,0,0,3,0,16
607,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,1,27,5,9,.556,4,6,.667,1,3,.333,4,4,1.000,1,5,6,2,0,0,3,1,15
608,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,1,30,3,10,.300,2,7,.286,1,3,.333,7,8,.875,1,5,6,3,0,0,3,1,14
609,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,1,18,0,2,.000,0,2,.000,0,0,,0,0,,0,4,4,2,0,0,0,0,0
610,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,1,29,6,9,.667,3,3,1.000,3,6,.500,0,0,,0,8,8,4,0,0,1,1,15
611,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,1,25,7,11,.636,6,7,.857,1,4,.250,2,4,.500,0,3,3,0,2,0,0,3,17
612,2021-22,2021-11-28,Kansas,N,Iona,REG,W,1,25,4,6,.667,2,4,.500,2,2,1.000,1,2,.500,1,4,5,5,1,0,1,1,11
613,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,1,29,5,7,.714,4,4,1.000,1,3,.333,1,1,1.000,0,2,2,5,1,0,5,3,12
614,2021-22,2021-12-07,Kansas,,UTEP,REG,W,1,23,0,4,.000,0,1,.000,0,3,.000,0,0,,0,3,3,2,2,1,1,1,0
615,2021-22,2021-12-11,Kansas,,Missouri,REG,W,1,29,2,3,.667,1,1,1.000,1,2,.500,5,6,.833,0,3,3,5,0,0,2,1,10
616,2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,1,35,3,10,.300,1,5,.200,2,5,.400,7,9,.778,0,1,1,4,2,0,2,2,15
617,2021-22,2021-12-29,Kansas,,Nevada,REG,W,1,22,3,7,.429,1,4,.250,2,3,.667,1,2,.500,0,1,1,4,0,0,2,4,9
618,2021-22,2022-01-04,Kansas,@,Oklahoma State,REG,W,1,25,3,6,.500,2,2,1.000,1,4,.250,0,0,,1,1,2,3,1,0,4,1,7
619,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,12,1,3,.333,1,2,.500,0,1,.000,0,0,,0,1,1,1,0,0,2,3,2
620,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,15,1,5,.200,1,5,.200,0,0,,0,0,,1,1,2,1,2,0,2,1,2
621,2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,0,21,1,6,.167,1,3,.333,0,3,.000,0,1,.000,0,1,1,3,0,0,0,2,2
622,2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,0,22,2,7,.286,2,7,.286,0,0,,0,0,,1,3,4,5,0,0,1,0,4
623,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,14,2,4,.500,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,0,0,5
624,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,11,2,3,.667,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,5
625,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,12,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,0,2
626,2021-22,2022-03-03,Kansas,,TCU,REG,W,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0
627,2021-22,2022-03-05,Kansas,,Texas,REG,W,1,6,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,1,0,2
628,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,12,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,2,1,0,3,2,4
629,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,19,4,10,.400,4,7,.571,0,3,.000,2,2,1.000,1,2,3,3,0,0,0,2,10
630,2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,26,4,9,.444,2,3,.667,2,6,.333,2,2,1.000,0,4,4,4,3,0,0,3,12
631,,142 Games,,,,,,96,4089,653,1521,.429,458,942,.486,195,579,.337,428,561,.763,75,343,418,526,167,6,296,208,1929
633,2016-17,2016-11-11,Kansas,N,Indiana,REG,L,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2
634,2016-17,2016-11-15,Kansas,N,Duke,REG,W,0,3,0,2,.000,0,1,.000,0,1,.000,0,2,.000,0,1,1,0,0,1,0,0,0
635,2016-17,2016-11-18,Kansas,,Siena,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
636,2016-17,2016-11-21,Kansas,N,UAB,REG,W,0,3,0,1,.000,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0
637,2016-17,2016-11-25,Kansas,,UNC Asheville,REG,W,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,1,3,4,0,0,0,0,1,3
638,2016-17,2016-11-29,Kansas,,Long Beach State,REG,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,1,.000,1,2,3,0,1,0,1,4,2
639,2016-17,2016-12-03,Kansas,,Stanford,REG,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,0,0,0
640,2016-17,2016-12-06,Kansas,,Kansas City,REG,W,0,14,0,0,,0,0,,0,0,,0,2,.000,0,5,5,0,0,1,0,1,0
641,2016-17,2016-12-10,Kansas,,Nebraska,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,0,0,1,1,3
642,2016-17,2016-12-17,Kansas,N,Davidson,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
643,2016-17,2016-12-22,Kansas,@,UNLV,REG,W,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2
644,2016-17,2017-01-03,Kansas,,Kansas State,REG,W,0,3,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,1,1
645,2016-17,2017-01-10,Kansas,@,Oklahoma,REG,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0
646,2016-17,2017-01-21,Kansas,,Texas,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2
647,2016-17,2017-01-24,Kansas,@,West Virginia,REG,L,0,8,0,1,.000,0,1,.000,0,0,,0,2,.000,1,0,1,0,0,1,0,1,0
648,2016-17,2017-01-28,Kansas,@,Kentucky,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,1,1,0,0
649,2016-17,2017-02-01,Kansas,,Baylor,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,2,0,1,2
650,2016-17,2017-02-04,Kansas,,Iowa State,REG,L,0,5,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,2,2,0
651,2016-17,2017-02-13,Kansas,,West Virginia,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,0,0,2,0,1,0
652,2016-17,2017-02-18,Kansas,@,Baylor,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
653,2016-17,2017-02-22,Kansas,,TCU,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
654,2016-17,2017-03-09,Kansas,N,TCU,CTOURN,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
655,2016-17,2017-03-17,Kansas,N,UC-Davis,NCAA,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,2,0,0,0
656,2016-17,2017-03-19,Kansas,N,Michigan State,NCAA,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
657,2016-17,2017-03-23,Kansas,N,Purdue,NCAA,W,0,2,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5
659,2017-18,2017-11-10,Kansas,,Tennessee State,REG,W,0,17,2,4,.500,0,2,.000,2,2,1.000,0,0,,2,3,5,0,1,3,4,4,6
660,2017-18,2017-11-14,Kansas,N,Kentucky,REG,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,1,0
661,2017-18,2017-11-17,Kansas,,South Dakota State,REG,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,0,0,4,2,5,2
662,2017-18,2017-11-21,Kansas,,Texas Southern,REG,W,0,23,4,7,.571,3,4,.750,1,3,.333,1,2,.500,2,1,3,0,0,4,1,3,10
663,2017-18,2017-11-24,Kansas,,Oakland,REG,W,0,24,3,3,1.000,2,2,1.000,1,1,1.000,4,4,1.000,2,6,8,0,0,2,1,2,11
664,2017-18,2017-11-28,Kansas,,Toledo,REG,W,0,21,3,5,.600,3,4,.750,0,1,.000,0,0,,1,3,4,0,0,1,3,2,6
665,2017-18,2017-12-02,Kansas,N,Syracuse,REG,W,0,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,4,2
666,2017-18,2017-12-06,Kansas,N,Washington,REG,L,0,8,2,3,.667,2,3,.667,0,0,,0,0,,2,4,6,0,0,0,0,3,4
667,2017-18,2017-12-10,Kansas,,Arizona State,REG,L,0,18,0,1,.000,0,1,.000,0,0,,1,2,.500,2,3,5,0,0,2,3,0,1
668,2017-18,2017-12-16,Kansas,@,Nebraska,REG,W,0,14,1,2,.500,1,2,.500,0,0,,4,4,1.000,2,2,4,1,1,1,1,0,6
669,2017-18,2017-12-18,Kansas,,Omaha,REG,W,0,15,2,5,.400,2,5,.400,0,0,,2,2,1.000,1,2,3,1,0,1,1,2,6
670,2017-18,2017-12-21,Kansas,@,Stanford,REG,W,0,13,0,1,.000,0,0,,0,1,.000,0,0,,2,0,2,0,1,1,3,4,0
671,2017-18,2017-12-29,Kansas,@,Texas,REG,W,0,10,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,1,0,1,0
672,2017-18,2018-01-02,Kansas,,Texas Tech,REG,L,0,8,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,1,0
673,2017-18,2018-01-06,Kansas,@,TCU,REG,W,0,26,3,5,.600,2,3,.667,1,2,.500,2,3,.667,6,1,7,1,0,6,0,2,9
674,2017-18,2018-01-09,Kansas,,Iowa State,REG,W,0,11,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,1,0,1,0
675,2017-18,2018-01-13,Kansas,,Kansas State,REG,W,0,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,1,0,2,2
676,2017-18,2018-01-15,Kansas,@,West Virginia,REG,W,0,11,3,7,.429,3,7,.429,0,0,,0,0,,3,2,5,0,1,0,0,1,6
677,2017-18,2018-01-20,Kansas,,Baylor,REG,W,0,6,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,1,0,2,0
678,2017-18,2018-01-23,Kansas,@,Oklahoma,REG,L,0,17,4,6,.667,4,5,.800,0,1,.000,0,0,,1,4,5,1,0,2,0,2,8
679,2017-18,2018-01-27,Kansas,,Texas A&M,REG,W,0,16,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1,1,2,0,0,0,0,2,5
680,2017-18,2018-01-29,Kansas,@,Kansas State,REG,W,0,20,0,0,,0,0,,0,0,,0,0,,3,2,5,0,0,3,1,2,0
681,2017-18,2018-02-03,Kansas,,Oklahoma State,REG,L,0,18,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,1,0,1,0,2,2
682,2017-18,2018-02-06,Kansas,,TCU,REG,W,1,22,3,5,.600,3,4,.750,0,1,.000,0,0,,2,2,4,0,1,2,2,1,6
683,2017-18,2018-02-10,Kansas,@,Baylor,REG,L,1,22,1,6,.167,1,5,.200,0,1,.000,0,0,,3,0,3,2,0,2,0,5,2
684,2017-18,2018-02-13,Kansas,@,Iowa State,REG,W,0,15,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,2,1,0,3,2
685,2017-18,2018-02-17,Kansas,,West Virginia,REG,W,0,9,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0
686,2017-18,2018-02-19,Kansas,,Oklahoma,REG,W,0,7,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,3,2,3,4
687,2017-18,2018-02-24,Kansas,@,Texas Tech,REG,W,0,10,2,3,.667,2,3,.667,0,0,,0,0,,1,2,3,1,0,1,0,1,4
688,2017-18,2018-02-26,Kansas,,Texas,REG,W,0,15,3,4,.750,3,4,.750,0,0,,0,0,,0,4,4,0,0,1,1,2,6
689,2017-18,2018-03-03,Kansas,@,Oklahoma State,REG,L,0,7,2,4,.500,2,3,.667,0,1,.000,1,2,.500,2,1,3,0,0,0,0,1,5
690,2017-18,2018-03-08,Kansas,N,Oklahoma State,CTOURN,W,1,23,4,6,.667,4,6,.667,0,0,,0,1,.000,2,4,6,0,0,0,3,5,8
691,2017-18,2018-03-09,Kansas,N,Kansas State,CTOURN,W,1,21,4,4,1.000,4,4,1.000,0,0,,0,0,,2,1,3,0,0,2,0,4,8
692,2017-18,2018-03-10,Kansas,N,West Virginia,CTOURN,W,1,14,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,1,0,2,0
693,2017-18,2018-03-15,Kansas,N,Penn,NCAA,W,1,27,3,5,.600,3,5,.600,0,0,,3,4,.750,2,9,11,0,0,3,0,4,9
694,2017-18,2018-03-17,Kansas,N,Seton Hall,NCAA,W,1,14,2,3,.667,2,3,.667,0,0,,0,1,.000,1,2,3,1,0,1,1,3,4
695,2017-18,2018-03-23,Kansas,N,Clemson,NCAA,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
696,2017-18,2018-03-31,Kansas,N,Villanova,NCAA,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
698,2018-19,2018-11-06,Kansas,N,Michigan State,REG,W,0,6,2,2,1.000,2,2,1.000,0,0,,0,0,,1,0,1,0,0,1,0,3,4
699,2018-19,2018-11-12,Kansas,,Vermont,REG,W,0,6,0,1,.000,0,0,,0,1,.000,1,2,.500,0,1,1,1,0,1,0,1,1
700,2018-19,2018-11-16,Kansas,,Louisiana,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0
701,2018-19,2018-11-21,Kansas,N,Marquette,REG,W,0,13,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,1,1,2,1,0,1,0,0,3
702,2018-19,2018-11-23,Kansas,N,Tennessee,REG,W,0,8,0,0,,0,0,,0,0,,0,0,,0,3,3,0,0,1,0,0,0
703,2018-19,2018-12-01,Kansas,,Stanford,REG,W,0,5,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0
704,2018-19,2018-12-04,Kansas,,Wofford,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,1,0,0
705,2018-19,2018-12-08,Kansas,N,New Mexico State,REG,W,0,18,3,6,.500,3,5,.600,0,1,.000,1,2,.500,2,4,6,1,0,1,1,3,7
706,2018-19,2018-12-15,Kansas,,Villanova,REG,W,0,14,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,2,2,0,0,1,1,1,2
707,2018-19,2018-12-18,Kansas,,South Dakota,REG,W,0,14,2,3,.667,2,2,1.000,0,1,.000,3,4,.750,3,3,6,1,0,1,0,1,7
708,2018-19,2018-12-22,Kansas,@,Arizona State,REG,L,0,8,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,1,1,2,0
709,2018-19,2018-12-29,Kansas,,Eastern Michigan,REG,W,0,11,2,3,.667,2,3,.667,0,0,,0,0,,1,5,6,2,0,0,0,4,4
710,2018-19,2019-01-02,Kansas,,Oklahoma,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
711,2018-19,2019-01-05,Kansas,@,Iowa State,REG,L,0,7,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0
712,2018-19,2019-01-09,Kansas,,TCU,REG,W,0,10,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,0,2
713,2018-19,2019-01-12,Kansas,@,Baylor,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,2,0
714,2018-19,2019-01-14,Kansas,,Texas,REG,W,0,6,0,1,.000,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,1,0
715,2018-19,2019-01-19,Kansas,@,West Virginia,REG,L,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
716,2018-19,2019-01-29,Kansas,@,Texas,REG,L,0,14,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,3,0
717,2018-19,2019-02-02,Kansas,,Texas Tech,REG,W,0,7,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0
718,2018-19,2019-02-05,Kansas,@,Kansas State,REG,L,0,14,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,3,2,5,0,0,0,0,2,6
719,2018-19,2019-02-09,Kansas,,Oklahoma State,REG,W,0,20,2,3,.667,2,2,1.000,0,1,.000,2,5,.400,5,4,9,1,1,2,0,5,6
720,2018-19,2019-02-11,Kansas,@,TCU,REG,W,0,22,2,4,.500,2,3,.667,0,1,.000,0,1,.000,3,3,6,0,1,3,0,5,4
721,2018-19,2019-02-16,Kansas,,West Virginia,REG,W,0,23,2,3,.667,2,3,.667,0,0,,1,2,.500,1,6,7,1,1,3,1,3,5
722,2018-19,2019-02-23,Kansas,@,Texas Tech,REG,L,0,11,1,1,1.000,1,1,1.000,0,0,,0,0,,2,2,4,1,1,0,1,1,2
723,2018-19,2019-02-25,Kansas,,Kansas State,REG,W,0,31,3,5,.600,2,3,.667,1,2,.500,2,5,.400,1,4,5,2,0,3,1,2,9
724,2018-19,2019-03-02,Kansas,@,Oklahoma State,REG,W,0,17,2,3,.667,2,3,.667,0,0,,3,3,1.000,0,1,1,3,1,1,0,1,7
725,2018-19,2019-03-05,Kansas,@,Oklahoma,REG,L,0,17,0,2,.000,0,2,.000,0,0,,0,0,,2,2,4,0,0,0,2,4,0
726,2018-19,2019-03-09,Kansas,,Baylor,REG,W,0,18,1,4,.250,1,4,.250,0,0,,2,4,.500,2,2,4,0,0,1,2,3,4
727,2018-19,2019-03-14,Kansas,N,Texas,CTOURN,W,0,12,0,2,.000,0,2,.000,0,0,,0,0,,1,2,3,0,0,3,0,2,0
728,2018-19,2019-03-15,Kansas,N,West Virginia,CTOURN,W,0,15,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,0,0,0,0,4,3,3,4
729,2018-19,2019-03-16,Kansas,N,Iowa State,CTOURN,L,0,11,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,2,0,1,0
730,2018-19,2019-03-21,Kansas,N,Northeastern,NCAA,W,0,13,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1,6,7,0,1,1,1,1,5
731,2018-19,2019-03-23,Kansas,N,Auburn,NCAA,L,0,9,0,0,,0,0,,0,0,,0,1,.000,0,2,2,0,0,0,0,0,0
733,2020-21,2020-11-26,Kansas,N,Gonzaga,REG,L,0,9,2,2,1.000,2,2,1.000,0,0,,0,0,,0,4,4,0,0,1,0,1,4
734,2020-21,2020-11-27,Kansas,N,St. Joseph's,REG,W,0,5,0,0,,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,1,1,1
735,2020-21,2020-12-01,Kansas,N,Kentucky,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
736,2020-21,2020-12-03,Kansas,,Washburn,REG,W,0,11,2,5,.400,2,5,.400,0,0,,0,0,,2,3,5,0,0,3,0,1,4
737,2020-21,2020-12-05,Kansas,,North Dakota State,REG,W,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,2,1,3,0,0,0,1,1,4
738,2020-21,2020-12-08,Kansas,,Creighton,REG,W,0,6,0,2,.000,0,2,.000,0,0,,2,2,1.000,2,1,3,0,0,0,0,1,2
739,2020-21,2020-12-11,Kansas,,Omaha,REG,W,0,14,4,5,.800,3,4,.750,1,1,1.000,5,6,.833,4,3,7,0,0,3,2,3,14
740,2020-21,2020-12-17,Kansas,@,Texas Tech,REG,W,0,6,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2
741,2020-21,2020-12-22,Kansas,,West Virginia,REG,W,0,8,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,2,0
